DNI,Apellidos,Nombre,Sexo,Salario,CP,Provincia
27705293E,Moya Sánchez,Karla,M,2268.34€,18,Granada
39701692N,Martínez López,Lucía,M,1529.85€,11,Cádiz
83700917F,Barbero García,Mateo,H,1524.46€,39,Cantabria
95083442Q,Espín Queralt,Belén,M,2423.59€,2,Albacete
31757966A,Díez López,Débora,M,2590.09€,18,Granada
82904249J,Luján Navarro,Faustiniano,H,3288.51€,30,Murcia
66193484J,Ramírez Moreno,Aarón,H,758.7€,29,Málaga
66214956A,Mínguez García,Yedra,M,1857.55€,28,Madrid
98289711Q,Choque Puerto,Isabela,M,2284.66€,45,Toledo
84733442Q,Fernández Gallego,Adalia,M,2883.48€,31,Navarra
47386398G,Royo Orihuela,Iván,H,2865.18€,11,Cádiz
8987414A,Matos García,Luis Alberto,H,2951.94€,28,Madrid
60508994L,Santana Solla,Isabel María,M,665.12€,40,Segovia
74744444X,Fernández Juárez,Sandra,M,2624.63€,7,Baleares
35274694P,Torres Prieto,Silvia,M,2545.66€,28,Madrid
97492882E,Valbuena Sanabria,Nereida,M,792.32€,8,Barcelona
89249852P,Nieto Iraola,Victor Manuel,H,788.62€,28,Madrid
92172383K,López Ramírez,Fernando,H,2080.02€,28,Madrid
21024572L,Cornejo López,María Elena,M,1802.92€,33,Asturias
30935393W,Gómez Torres,Vivian de los Ángeles,M,2203.3€,8,Barcelona
79668115W,Arribas Merino,Manuel Jesús,H,1059.73€,28,Madrid
2563842D,Ramos Martín,Manuel Jesús,H,1800.79€,30,Murcia
77763976X,Santamarta Santiso,Pablo,H,1215.06€,34,Palencia
87069541M,Casellas García,Eloy,H,2704.0€,28,Madrid
93915706J,de Castro López,Jenaro,H,1576.25€,1,Álava
3460647K,Sánchez Ferrándiz,Raúl,H,610.2€,48,Vizcaya
50670764Q,Campos Vázquez,Virginia,M,2170.09€,8,Barcelona
7835616E,Escuder Muñoz,Germán,H,1717.55€,29,Málaga
77624487Q,Ruiz García,Crisóstomo,H,2738.79€,28,Madrid
22733973Z,González Sanz,Beltrán,H,1103.73€,22,Huesca
73621589S,Granados Collado,Álvaro,H,2476.41€,8,Barcelona
31580270M,González González,Estrella,M,3282.88€,18,Granada
30238081G,Gallardo Pérez,Héctor,H,2816.78€,8,Barcelona
18342570R,Tejerina Giménez,Ana Cecilia,M,780.34€,31,Navarra
27059058H,Valenciano Julia,Calisto,H,1576.14€,8,Barcelona
21115090D,Medina Maroto,Juan José,H,1305.2€,21,Huelva
30812148Z,Burgos Valdez,Adriana,M,1365.33€,3,Alicante
77839700H,Ramos Gomes,María Teresa,M,778.01€,8,Barcelona
40504273P,Bermúdez Herrera,María Teresa,M,1931.34€,13,Ciudad Real
6103640S,Castillo Fabregas,José Luis,H,3450.92€,36,Pontevedra
1860663D,Sans Rodríguez,Rodrigo,H,1620.84€,41,Sevilla
89879153Y,Acha Rodríguez,Esther,M,3522.11€,8,Barcelona
41286474W,Herrero Ros,Carlos Alberto,H,2026.85€,41,Sevilla
61880859A,Moreno Gómez,Álvaro,H,2143.36€,19,Guadalajara
34157685V,Carballo López,Javier,H,1268.19€,3,Alicante
18271459Y,Domínguez Acuña,Esther,M,1711.08€,50,Zaragoza
58580890M,García Orozco,Rodrigo,H,2838.91€,51,Ceuta
84796993H,García Moreno,Sofía,M,747.4€,28,Madrid
95111264P,García Gimeno,Ismael,H,3267.75€,37,Salamanca
51817288J,García Jiménez,Emilio,H,2961.57€,41,Sevilla
8740572C,Cortijo García,Saturnino,H,3555.36€,3,Alicante
96541485C,Ferreira Núñez,Francisco,H,944.32€,45,Toledo
2408036M,Martínez Lara,Eloy,H,1758.09€,11,Cádiz
30195664E,Palacios Ferrer,Constanza,M,1113.76€,45,Toledo
14177440X,Alba González,Ángel,H,2800.72€,8,Barcelona
16640577P,Fuentes Sans,Gabriel,H,3492.39€,28,Madrid
63084156D,Sierra Arrocha,Sebastián,H,2408.34€,2,Albacete
57610571X,Rodríguez Haro,Gloria,M,657.52€,30,Murcia
43692318T,Muñoz Rodrigo,Lourdes,M,1618.7€,7,Baleares
83435588Y,Sintes Sanz,Esteban,H,2044.49€,8,Barcelona
56010294G,Hurtado Corrales,Ramiro,H,1983.83€,28,Madrid
11700160Z,López Fidalgo,Félix Antonio,H,1981.52€,48,Vizcaya
7173275N,Sáez Campos,Évora,M,1994.87€,48,Vizcaya
79337216G,Martínez Felipe,Rocío,M,3450.59€,17,Gerona
72985304W,Parra Ramos,Beatriz,M,3309.79€,33,Asturias
35388626K,Sánchez Pinilla,Pablo Miguel,H,3169.44€,31,Navarra
91976120V,Ferrer Pacheco,Laura,M,763.78€,9,Burgos
26014363Y,Navarro Cabanes,Marcos,H,3011.38€,10,Cáceres
30215391S,Asensio de la Iglesia,Raquel,M,3269.74€,43,Tarragona
63911619R,Martín Simarro,Daniel,H,1871.61€,28,Madrid
92070413X,Pacheco Monreal,Alberto,H,2337.51€,21,Huelva
59414387M,Álvarez Barbero,Marcelino,H,2468.31€,28,Madrid
17912459J,Aramburu García,Abigail,M,2958.67€,35,Las Palmas
88171760H,López Luque,Sergio,H,3365.05€,38,Santa Cruz de Tenerife
54178904N,Vázquez Holgado,Patricia,M,816.8€,43,Tarragona
73124901N,Pérez Estévez,Sigfrido,H,3116.2€,28,Madrid
71077518C,Rodrigo Díaz,Laura,M,626.0€,18,Granada
88881706T,Reina Seijas,Anabel,M,2281.15€,38,Santa Cruz de Tenerife
47657834V,Vázquez Guerrero,Montserrat,M,701.04€,38,Santa Cruz de Tenerife
31575523L,Gutiérrez Ventura,Elena,M,3306.16€,3,Alicante
19241901D,Aceituno Santamaría,Melina,M,2588.78€,30,Murcia
93627891C,Fernández Martínez,Roberta,M,627.8€,3,Alicante
56760078B,Mata Cano,Minerva,M,2599.95€,4,Almería
1941257B,Castro Barreda,Nuria,M,769.82€,38,Santa Cruz de Tenerife
7021196D,Bartolomé Fernández,Azucena,M,873.15€,28,Madrid
11038951D,Molina Feria,Josué,H,2661.42€,6,Badajoz
95192604C,Pérez de la Torre,Roberto Juan,H,1067.76€,15,La Coruña
35347516N,Fuertes Tardio,Susana,M,1640.14€,28,Madrid
70793776Y,Martínez Hernando,Melissa,M,2950.21€,52,Melilla
82668551L,Pérez García,Eva,M,1874.24€,48,Vizcaya
53524304S,García Peña,María de Lourdes,M,2929.25€,50,Zaragoza
44090037A,Muñoz Santín,Roberto,H,769.64€,30,Murcia
9647829L,Blázquez Albaladejo,Tamara,M,3572.2€,25,Lérida
64003133K,Peña Román,Isidro,H,853.5€,38,Santa Cruz de Tenerife
10019738H,Hernández Navarro,Analaura,M,2247.92€,47,Valladolid
72071183Q,Salido Ortola,María Victoria,M,1953.78€,32,Ourense
947858M,García Martín,Óscar,H,2385.84€,19,Guadalajara
1180901N,Luque de la Fuente,Guillermo,H,3041.66€,7,Baleares
64868902R,López del Olmo,Lorenzo,H,3397.49€,3,Alicante
40517508H,Jiménez Durán,Sergio,H,1955.19€,26,La Rioja
82453638H,Díez de la Riva,Mónica,M,1701.69€,3,Alicante
9559120K,Rubio Sánchez,Mateo,H,1480.35€,28,Madrid
96552638H,Ríos López,María del Mar,M,2541.07€,1,Álava
70281660P,López Rodríguez,Isabel,M,2794.01€,28,Madrid
53881624F,Blasco Monserrat,Carlos,H,2531.88€,17,Gerona
84192593N,Lema Hernández,Ángeles,M,2455.95€,43,Tarragona
87227816V,Martínez Berenguer,Mario,H,1196.24€,33,Asturias
35644989A,Aparicio Coello,Ambrosio,H,2619.9€,17,Gerona
41130867J,Garrido Martínez,Alejandro,H,2773.27€,28,Madrid
80586985E,Cruz Berruezo,Julián,H,1580.57€,28,Madrid
21536029W,Muñoz Pareja,Constantino,H,3469.59€,29,Málaga
92525552W,Monferrer González,Pascual,H,2613.36€,30,Murcia
16102531R,Ferreiro Gómez,Antonio,H,3208.76€,16,Cuenca
96766381E,Fernández López,Jesús,H,2240.02€,28,Madrid
30133959A,Gálvez Delgado,María del Rocío,M,2980.69€,36,Pontevedra
46359455B,Ruiz Delgado,Pascual,H,1776.91€,28,Madrid
74124079R,González González,Juan Carlos,H,2827.0€,28,Madrid
64745329F,Manzano Calvo,Jaime,H,1518.88€,46,Valencia
25513207C,Tamarit García,Juan,H,1463.4€,29,Málaga
81661721Z,Blázquez Lozano,Sara,M,3171.19€,8,Barcelona
39446333E,Monton García,Natalia,M,1818.75€,8,Barcelona
20921335Y,Montero López,Ándoni,H,2672.69€,6,Badajoz
63321857M,Santiago Ledesma,Rosana,M,1531.33€,11,Cádiz
66386249S,de la Cruz Ibarz,Amadeo,H,2126.42€,8,Barcelona
97113487N,Calderón Rodríguez,María Teresa,M,2497.99€,28,Madrid
70704599T,Neira Martínez,Fátima,M,2958.66€,14,Córdoba
57419547R,Santana Ruiz,Silvia,M,2124.57€,30,Murcia
69692600R,Pérez González,Magdalena,M,3216.65€,7,Baleares
36713375Q,Morales del Olmo,Benito,H,1316.87€,8,Barcelona
92877528D,Martín Sobrino,Erlinda,M,1158.58€,3,Alicante
81292462C,Martín Salvador,Isabel,M,2716.35€,3,Alicante
91590713K,Domínguez Hussain,Nerea,M,3322.32€,28,Madrid
40097145A,Castro García,Sara,M,2095.53€,14,Córdoba
43727379D,Pérez Restrepo,Isabel,M,1431.52€,7,Baleares
2224063D,Solís Quesada,Federico,H,2451.0€,38,Santa Cruz de Tenerife
97172892P,Miguel Bascuñana,Juan Ángel,H,2925.86€,37,Salamanca
51114663S,Martínez Manrique,Manuel Jesús,H,1571.26€,46,Valencia
19921121Q,Gámez Soto,Federico,H,2218.69€,30,Murcia
17761972S,Montero Zapico,José Antonio,H,2008.71€,8,Barcelona
76755677P,Trillo Fernández,Neli,M,1885.74€,11,Cádiz
30743898M,Lorente Noguera,Daniel,H,3386.38€,28,Madrid
22392461Y,Pallarés del Río,Luisa,M,2789.11€,25,Lérida
96540975Q,Leiva Arribas,Eloy,H,1147.79€,29,Málaga
16242549H,Blasco Bravo,Olga,M,1316.23€,14,Córdoba
25699649R,Salgueiro Pérez,Marcos,H,679.63€,25,Lérida
31186646A,Alonso Sánchez,Lumila,M,662.27€,11,Cádiz
67416573P,Collantes Zamora,Carmen,M,2561.64€,46,Valencia
59381630T,Díaz Calvo,Carlos,H,2863.14€,25,Lérida
62688952Z,González Aguilera,Beatriz,M,1523.5€,17,Gerona
53259582T,García Carvajal,Miriam,M,3572.48€,30,Murcia
52133108C,Almazán Gámez,Anastasia,M,1905.45€,28,Madrid
75330871Y,Manso Muñoz,Marcos,H,2610.26€,20,Guipúzcoa
23937565Q,López López,Isabel,M,3558.06€,48,Vizcaya
41653424X,Suárez Oprea,Soraya,M,2849.85€,41,Sevilla
97394975A,Muñoz Muñoz,Ramiro,H,2596.7€,10,Cáceres
11056487L,Gala García,Sebastián,H,1076.64€,38,Santa Cruz de Tenerife
62443952X,Vidal Sierra,Ciriaco,H,2311.52€,4,Almería
5271731Q,Martínez Carmona,Florencio,H,2083.82€,41,Sevilla
32229006A,Madrazo Díaz,Mayte,M,2273.7€,8,Barcelona
8578653K,Jiménez García,Rocío,M,3271.81€,6,Badajoz
77624210S,Pato Cabaleiro,Yolanda,M,2868.67€,36,Pontevedra
33652955E,Caballe González,Ángel,H,1707.65€,23,Jaén
55920586L,Montoya Calvo,Armando,H,608.09€,28,Madrid
1941814Q,Álvarez Escudero,Álex,H,1564.22€,28,Madrid
93593437C,López Alvés,María del Mar,M,1750.63€,36,Pontevedra
50691851N,Pujol Zorrilla,Pascual,H,2696.14€,50,Zaragoza
50575651P,Espinosa Toca,Ricardo,H,3509.82€,45,Toledo
78025190J,Sánchez Vélez,María de la Gloria,M,1187.17€,28,Madrid
63286042R,Díaz Abascal,Rubén,H,3102.42€,11,Cádiz
85184185M,Tello Bermudo,Isidro,H,1903.62€,28,Madrid
10505223L,Cantera García,Helena,M,1637.26€,9,Burgos
88922362S,Espejo Jiménez,Ignacio,H,2557.51€,28,Madrid
61949545B,Quintero Reyes,Adriana,M,3549.99€,23,Jaén
4370871C,González Sánchez,Montserrat,M,685.65€,28,Madrid
88148643Q,Graña Molina,Roberto,H,2530.44€,4,Almería
41607089C,Aguila de Los Santos,Hilario,H,3213.88€,28,Madrid
33253459J,Huerga Lema,Marcos,H,3383.59€,13,Ciudad Real
99333491X,Londoño Barragán,Federico,H,3345.12€,3,Alicante
73146254K,Gil Jiménez,Mayte,M,2621.66€,7,Baleares
62965833K,Martínez Martín,Olivia,M,3094.66€,28,Madrid
10336839H,Valle Tomás,Gustavo,H,1052.32€,46,Valencia
38143883Q,Iglesias Serrano,Dimas,H,1622.34€,14,Córdoba
47441746Z,García Aguirre,Mariana,M,2845.8€,27,Lugo
45015683Z,Salgado Mantecon,Alarico,H,2069.73€,8,Barcelona
52575155F,Iglesias Sánchez,Pablo José,H,2312.26€,8,Barcelona
14096297B,Cabezón Rey,Eugenio,H,1908.56€,20,Guipúzcoa
94938989A,Gomis Redondo,Santiago,H,1571.56€,50,Zaragoza
16239704W,López Armijos,Silvia,M,2116.2€,35,Las Palmas
16679149D,Ferreira Valcárcel,Esther,M,760.91€,33,Asturias
12151396J,González Santana,Beatriz,M,1103.65€,48,Vizcaya
89257619R,Pérez Portillo,Pedro,H,1105.08€,28,Madrid
60459992F,López Pinedo,Alfredo,H,2284.72€,8,Barcelona
17945400H,Pérez Dávila,Mario,H,1911.21€,8,Barcelona
96897154V,Salazar Moreno,Ángel,H,1061.0€,46,Valencia
37526255F,Mediavilla Gutiérrez,Rubi,M,1078.87€,25,Lérida
14532014Q,Miguel Mendoza,Ramona,M,1641.28€,28,Madrid
34060281H,Díaz Hernández,Amor,M,3410.52€,29,Málaga
89882485A,Villa Pérez,Celia,M,1366.56€,8,Barcelona
21921686H,Gómez Vidal,Juan Carlos,H,2632.1€,30,Murcia
20382065V,Padilla Ropero,Juan,H,1688.62€,4,Almería
59816146T,Díaz Parra,Soraya,M,3493.7€,45,Toledo
53105205E,Arcos Martín,Ángel,H,1783.92€,28,Madrid
53806989F,Pliego Naranjo,Rosana,M,1411.75€,33,Asturias
85522989L,Díaz Guillén,Raquel Belén,M,3372.14€,47,Valladolid
36430473Z,Arjona Díaz,Juan,H,3273.59€,49,Zamora
28736762X,Vidal Sánchez,Pablo,H,1063.17€,29,Málaga
37840940Y,de Torres Martínez,Miguel,H,3079.98€,12,Castellón
19171585G,Valero Moreno,Zulema,M,656.73€,35,Las Palmas
53865825D,Rivera Millán,María Jesús,M,1018.47€,46,Valencia
2841867X,Esteban Venegas,Eva,M,1959.43€,15,La Coruña
35325754P,Arquero Ruiz,Henar,M,3199.11€,35,Las Palmas
58454360K,Sánchez Orellana,Julio José,H,824.39€,50,Zaragoza
58630493C,Arenas Ortega,Benjamín,H,1143.12€,29,Málaga
62902011R,Rodríguez López,Ramiro,H,3234.92€,48,Vizcaya
17329612D,Pérez Paul,Tamara,M,3083.82€,31,Navarra
80926637X,Hita González,Cirineo,H,1086.56€,49,Zamora
92996690P,Miguel Martínez,Juan Miguel,H,2248.34€,18,Granada
5377629E,Sánchez Ochoa,Celia,M,1128.88€,46,Valencia
8765020L,Ruiz Reyes,Juan Manuel,H,1458.73€,28,Madrid
15743268K,Carrero Camacho,Ágatha,M,2830.77€,30,Murcia
44405231M,Montiel Villanueva,Manuel,H,3183.7€,18,Granada
20344371C,Castro Forte,Ramón,H,3270.72€,3,Alicante
44623559V,Andrés Galán,Enrique,H,3540.28€,15,La Coruña
16307464G,Miró Rodríguez,Roberto Juan,H,2828.1€,31,Navarra
96032631H,Ros Segura,Marcos,H,778.97€,28,Madrid
35414853M,Gil Morales,Victor,H,1284.16€,28,Madrid
88962118G,Brito Sayago,Sara,M,1472.96€,28,Madrid
42087617D,Pelayo Iranzo,Adalia,M,2015.99€,18,Granada
41078657J,Amate Falcón,Clara,M,2591.99€,10,Cáceres
40707941B,Blanco Marín,Manuel,H,3383.98€,8,Barcelona
6005240D,Gómez Yuste,Paz,M,1892.94€,38,Santa Cruz de Tenerife
16530139Q,Sosa Martins,Nerea,M,3040.19€,8,Barcelona
54289264H,Aguilar Gómez,Umberto,H,2753.99€,8,Barcelona
40553413C,Díaz Giménez,Diana,M,1101.83€,6,Badajoz
20872721Z,Martínez Olmo,Adrián,H,766.03€,11,Cádiz
81609774R,Gómez Bernardo,África,M,3590.42€,19,Guadalajara
4562054G,Gallardo Castillo,Carlos,H,1758.15€,18,Granada
85920697B,Fernandes Martínez,Esmeralda,M,1893.82€,12,Castellón
64961171V,Moreno Ortiz,Silvia,M,1552.39€,15,La Coruña
57546993G,Linares García,Geraldin,M,1695.88€,28,Madrid
42188251H,Rubio Núñez,Pablo,H,2833.03€,28,Madrid
34236075T,Trigueros Ariza,Epifanio,H,2780.14€,48,Vizcaya
67902734H,Álvarez Catalá,Tomás,H,2186.63€,47,Valladolid
38585447A,Ortiz Yanguas,Carlos Alberto,H,2560.19€,43,Tarragona
3367365G,Iglesias Álvarez,Domingo,H,1369.59€,42,Soria
60303567M,Medina Marín,Rosa,M,2345.52€,14,Córdoba
34293723X,Pérez Regueira,Angelines,M,2329.92€,11,Cádiz
12460690A,Lozano Fernández,Francisco Javier,H,2209.23€,25,Lérida
43087647E,Bermúdez Márquez,Alfonso,H,2729.06€,38,Santa Cruz de Tenerife
3470507Z,Millán del Río,Antonela,M,3389.32€,41,Sevilla
29030465A,Rodríguez Sánchez,Ana,M,849.87€,29,Málaga
82304671E,Orta Vacas,Emilio,H,2201.41€,41,Sevilla
35297528A,Argüelles Botello,Maximiliano,H,648.45€,38,Santa Cruz de Tenerife
81979556N,Santos Linares,Jesús,H,1255.53€,46,Valencia
90109135B,Enríquez Fernández,Luisa,M,3513.7€,8,Barcelona
95218817J,Caro Ortiz,Yolanda,M,2906.32€,41,Sevilla
66500214S,Agudelo Cuevas,Crispín,H,1381.36€,28,Madrid
35624745E,Castro Múgica,Julio José,H,3394.95€,45,Toledo
92140962H,García Padilla,Juan José,H,2442.5€,28,Madrid
41611731Q,Pina Pérez,Santiago,H,2396.11€,3,Alicante
95485721W,Marqués García,Virginia,M,2664.17€,3,Alicante
72379816N,Serrano Martínez,Virginia,M,1015.97€,28,Madrid
97603637D,López García,María,M,966.42€,38,Santa Cruz de Tenerife
83635879J,Carrasco Martínez,Natasha,M,2813.07€,28,Madrid
57871542T,Pujol García,Feliciano,H,3580.59€,21,Huelva
93593055Y,Racero Melo,María de Montserrat,M,2764.97€,2,Albacete
55994372K,Catalán Guerra,Mesalina,M,2145.17€,43,Tarragona
99670920Y,Ortega Casas,Ana,M,1177.61€,29,Málaga
59455331D,Tortosa de la Rosa,Isabela,M,1412.71€,8,Barcelona
55643477Z,del Hoyo Pérez,Piedad,M,2243.96€,21,Huelva
43569519K,Ramos Extremera,Héctor,H,2373.24€,31,Navarra
94789531E,Smith Pérez,Paula,M,982.59€,8,Barcelona
27089844F,Pérez Domínguez,Carlos,H,1612.37€,29,Málaga
93629003M,Fernández García,José Saturnino,H,820.1€,15,La Coruña
78250218D,Villar Figueras,Patricia,M,1175.78€,15,La Coruña
24505002C,Oviedo Soler,Celia,M,2583.01€,28,Madrid
69872560D,López Milla,Adelaida,M,3103.58€,29,Málaga
84708192C,Fernández Ribeiro,Jorge,H,2610.86€,30,Murcia
95543082R,Guerrero Frías,Nicolás,H,1519.0€,36,Pontevedra
10837989K,Narváez Fernández,Nicolás,H,2334.62€,11,Cádiz
46899337Z,Requena Toledano,Tatiana,M,2235.75€,8,Barcelona
65142645K,Rodríguez Ledo,Manuel,H,1738.17€,3,Alicante
31969453M,Barbero Martín,Gustavo Adolfo,H,707.77€,36,Pontevedra
95853259T,Lain Medina,Melisenda,M,660.26€,7,Baleares
40663534V,Conde Acosta,Alberto,H,2846.31€,28,Madrid
35888207L,García Verdú,Julio,H,2936.55€,6,Badajoz
32516271K,Alguacil Sánchez,Lucas,H,3223.55€,18,Granada
78305428L,Torrecillas Berenguer,Borja,H,1729.84€,7,Baleares
97389052Z,Romera Salamanca,Verónica,M,1062.99€,47,Valladolid
96758706Y,Gómez Aznar,Olga,M,1372.18€,8,Barcelona
78016173N,Vidal Otero,María Paz,M,667.21€,3,Alicante
13895992J,García Moreda,Rubén,H,3227.83€,50,Zaragoza
17167785X,Ripoll Riera,Estefania,M,677.65€,37,Salamanca
38736853T,Ibáñez Galve,Yolanda,M,1084.0€,46,Valencia
17133929X,Hierro Martínez,María de Lourdes,M,2314.09€,30,Murcia
28882307B,Hoyo Collado,José Germán,H,2751.57€,28,Madrid
57728962C,Pérez García,Pablo,H,2157.06€,28,Madrid
97932627F,García Ballestero,Roberto,H,792.62€,36,Pontevedra
85780869T,Soto Vigo,Clara,M,1662.69€,18,Granada
392340Y,Palacios Lozano,Araceli,M,734.16€,31,Navarra
55999989A,Abad Yang,Yedra,M,620.98€,28,Madrid
32990353G,Córdoba Calle,Anibal,H,2939.2€,8,Barcelona
4298512L,Díaz Bonilla,Natividad,M,763.59€,8,Barcelona
94787414K,León Doménech,Juana Emilia,M,2417.62€,35,Las Palmas
71325289N,Cobo Hernández,Petronio,H,1413.22€,3,Alicante
30421332Z,Yañez de Haro,Marina,M,2713.81€,32,Ourense
59647077G,Iglesias Sanz,Gloria,M,3051.87€,15,La Coruña
27778322A,Gómez Pérez,Omar,H,2315.06€,32,Ourense
13291831Q,Quiros Carnicer,Alberto,H,3219.19€,12,Castellón
69389791X,Grima Aguirre,Joaquín,H,2511.58€,29,Málaga
6104156W,Trujillo Hernández,Jorge,H,873.9€,24,León
16738604D,Belmonte Heredia,Ana,M,2794.94€,17,Gerona
35566897L,Lledó Mas,Violeta,M,3041.16€,33,Asturias
88905615N,Bailen Ferrer,Irene,M,1714.76€,47,Valladolid
53623322H,Sanz Flores,Marcelino,H,2898.51€,21,Huelva
36771946Y,Radu Mouzo,María del Mar,M,896.22€,18,Granada
54985867C,López Merino,Héctor,H,2732.67€,41,Sevilla
96178134T,Pérez Barranco,Jaime,H,940.27€,30,Murcia
58021960K,Gutiérrez Tapias,Fermín,H,3132.77€,41,Sevilla
67579019M,Escribano Afonso,José Luis,H,3239.62€,36,Pontevedra
92334600L,López Falcón,Laura,M,1214.08€,32,Ourense
35061025D,Mato González,Claudia,M,914.49€,24,León
81562213G,Acuña Olmos,Amaya,M,3324.11€,11,Cádiz
28032289G,Morales Iborra,Ángeles,M,2938.93€,28,Madrid
27853269Q,Marcos Gómez,Amelina,M,943.57€,17,Gerona
98069169K,Martínez Lorente,Rosa,M,2941.04€,28,Madrid
56258359Z,Guamán Rodríguez,Alberto,H,2123.47€,33,Asturias
39605712B,Sánchez Arnal,Jesús,H,2735.03€,46,Valencia
20445303M,Machado Sánchez,Iván,H,701.1€,48,Vizcaya
14374078K,Montenegro Morán,Andrés,H,1512.01€,50,Zaragoza
55388572H,Enríquez Alonso,Luis Alberto,H,1507.81€,29,Málaga
38419378V,Roldán Jesús,Cecilia,M,1176.32€,13,Ciudad Real
54907315J,Martínez Galdeano,María Elena,M,2257.9€,8,Barcelona
79485260C,Piñero Ruiz,Eva,M,1979.41€,8,Barcelona
61208481F,Calderón Sánchez,Victor,H,1616.03€,29,Málaga
68647552G,Matos Zabaleta,Priscila,M,3550.73€,29,Málaga
56202813J,Matilla Gallego,María del Rocío,M,1049.36€,28,Madrid
10000754D,Serrano Fortes,Rosana,M,2351.23€,30,Murcia
8758478D,Bejarano Antón,María Paula,M,1338.59€,3,Alicante
37401810S,Insua Lorenzo,Marisela,M,3437.98€,8,Barcelona
43884519J,Vicens Bonilla,Nicolás,H,3546.88€,27,Lugo
8860750T,San José Garrido,María de la Gracia,M,2204.83€,8,Barcelona
86926336K,Badía Escobar,Ana,M,1718.89€,28,Madrid
92939237D,Trujillo Rey,Rafael,H,2194.66€,28,Madrid
93227248Z,Gonzalo Hernández,Emilio,H,1632.36€,28,Madrid
12964059V,Arroyo Hernández,Aida,M,2420.8€,17,Gerona
88571078X,Velasco Planells,Ernesto,H,3473.73€,46,Valencia
4158930R,Martínez Pérez,Enrique,H,3410.56€,30,Murcia
22465237X,Dorta Echevarría,Juan Carlos,H,1918.74€,43,Tarragona
65807941L,Lavin Estévez,Carmen,M,2931.23€,28,Madrid
21533745H,Martínez Casas,Laura,M,1720.07€,28,Madrid
69838370C,Mena Benavides,María Teresa,M,2381.52€,29,Málaga
37734846B,Lado Morán,Nieves,M,1630.79€,29,Málaga
12987606N,Font Serna,Noelia,M,2949.1€,8,Barcelona
21755082A,Lorente Oliva,Felipe,H,1307.29€,41,Sevilla
70924468N,Ortega Carrasco,Aida,M,1931.95€,43,Tarragona
38905687Z,Fernández Doblas,José Fernando,H,2362.72€,28,Madrid
57942473E,Rodríguez González,Juan José,H,1199.03€,29,Málaga
48489835Q,Jiménez Somoza,María,M,2996.49€,28,Madrid
98432387T,Baena Gil,Rosalía,M,1489.77€,41,Sevilla
20440113J,Agudelo Soler,Rodrigo,H,2762.35€,11,Cádiz
39262039G,Cortez Carrio,Ignacio,H,3504.59€,36,Pontevedra
89751758P,Chávez Fernández,Mariano,H,2102.63€,28,Madrid
43118516W,Contreras Castilla,Julián,H,2166.82€,36,Pontevedra
91753187T,Gual García,Crispín,H,1956.34€,10,Cáceres
99165019J,Prada Chamorro,Daniel,H,2703.81€,28,Madrid
63643040Q,Gallastegui López,Enrique,H,3120.62€,10,Cáceres
21082280C,Martínez Sánchez,Lourdes,M,1730.0€,28,Madrid
91252152C,Fernández Navarro,Alma,M,2326.92€,30,Murcia
5441196V,Fuentes Caballero,Roberto Juan,H,2261.56€,28,Madrid
68116372D,Marquina Fernández,Adela,M,3292.81€,28,Madrid
31814694J,Barbera Romero,Victor Manuel,H,1761.02€,29,Málaga
77316541V,Castro Estévez,Ana,M,3077.56€,18,Granada
66196148D,Cabrera Lizarralde,Isidoro,H,2126.75€,10,Cáceres
7987410Q,Pizarro Gago,Alfonso,H,3043.19€,9,Burgos
1949943A,Vaño Hernández,Eleonor,M,1997.39€,48,Vizcaya
47937064G,Sánchez Bono,Lorena,M,883.55€,3,Alicante
38164901N,Ruiz Moya,Rosa,M,2341.59€,43,Tarragona
13659880L,Bustamante Méndez,Zoe,M,1702.82€,38,Santa Cruz de Tenerife
59089410H,Machín Güell,Jaime,H,2822.65€,45,Toledo
68563417A,Cruz Regalado,Jaime,H,813.14€,28,Madrid
75161228B,Veiga Alcántara,Isabel María,M,2652.06€,8,Barcelona
61045179M,Alcántara Benavente,Alfredo,H,1980.87€,48,Vizcaya
5556051X,Calavia Muñoz,Paloma,M,2130.73€,43,Tarragona
74918272G,Ezquerro Otero,Yolanda,M,1625.55€,32,Ourense
93405204L,Martínez Núñez,Baldomero,H,2890.66€,47,Valladolid
6552792T,Piñero García,Nicolás,H,3197.57€,16,Cuenca
21800068R,Barnes Fernández,Isidro,H,1327.37€,28,Madrid
64116603D,Domínguez Revilla,Isabela,M,1504.67€,8,Barcelona
45022274G,Pan Saiz,Isolda,M,1206.45€,50,Zaragoza
64797397A,Olvera Núñez,Claudia,M,3387.97€,8,Barcelona
23415330L,González Moreno,Julián,H,1050.93€,48,Vizcaya
93386686Q,Piñeiro Moreno,Mariángeles,M,3270.26€,38,Santa Cruz de Tenerife
89933035E,Rojas Castellano,Carolina,M,2302.37€,2,Albacete
79813075Q,Goicoechea Malagón,Cristina,M,1009.4€,45,Toledo
24339107R,Rico Rodríguez,Irene,M,2295.56€,50,Zaragoza
71021019D,Pacheco Triguero,Celia,M,1123.59€,41,Sevilla
39653571F,Liñares Vegas,Luis Miguel,H,1705.95€,30,Murcia
73084552M,Morell Díaz,José Antonio,H,2140.89€,22,Huesca
21796076B,Mesa Roma,Belén,M,1001.32€,8,Barcelona
48892526T,Doménech Espina,Silvia,M,1029.75€,29,Málaga
